sectperf;unit;geo;time;values
Higher education sector;Percentage of gross domestic product (GDP);Austria;2013-01-01;0.72
Higher education sector;Percentage of gross domestic product (GDP);Bosnia and Herzegovina;2013-01-01;0.11
Higher education sector;Percentage of gross domestic product (GDP);Belgium;2013-01-01;0.51
Higher education sector;Percentage of gross domestic product (GDP);Bulgaria;2013-01-01;0.06
Higher education sector;Percentage of gross domestic product (GDP);Cyprus;2013-01-01;0.26
Higher education sector;Percentage of gross domestic product (GDP);Czechia;2013-01-01;0.52
Higher education sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2013-01-01;0.51
Higher education sector;Percentage of gross domestic product (GDP);Denmark;2013-01-01;1.01
Higher education sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2013-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Estonia;2013-01-01;0.73
Higher education sector;Percentage of gross domestic product (GDP);Greece;2013-01-01;0.3
Higher education sector;Percentage of gross domestic product (GDP);Spain;2013-01-01;0.36
Higher education sector;Percentage of gross domestic product (GDP);European Union (current composition);2013-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Finland;2013-01-01;0.71
Higher education sector;Percentage of gross domestic product (GDP);France;2013-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Croatia;2013-01-01;0.2
Higher education sector;Percentage of gross domestic product (GDP);Hungary;2013-01-01;0.2
Higher education sector;Percentage of gross domestic product (GDP);Ireland;2013-01-01;0.37
Higher education sector;Percentage of gross domestic product (GDP);Iceland;2013-01-01;0.64
Higher education sector;Percentage of gross domestic product (GDP);Italy;2013-01-01;0.37
Higher education sector;Percentage of gross domestic product (GDP);Japan;2013-01-01;0.45
Higher education sector;Percentage of gross domestic product (GDP);South Korea;2013-01-01;0.38
Higher education sector;Percentage of gross domestic product (GDP);Lithuania;2013-01-01;0.52
Higher education sector;Percentage of gross domestic product (GDP);Luxembourg;2013-01-01;0.24
Higher education sector;Percentage of gross domestic product (GDP);Latvia;2013-01-01;0.26
Higher education sector;Percentage of gross domestic product (GDP);Montenegro;2013-01-01;0.12
Higher education sector;Percentage of gross domestic product (GDP);Malta;2013-01-01;0.3
Higher education sector;Percentage of gross domestic product (GDP);Netherlands;2013-01-01;0.62
Higher education sector;Percentage of gross domestic product (GDP);Norway;2013-01-01;0.52
Higher education sector;Percentage of gross domestic product (GDP);Poland;2013-01-01;0.25
Higher education sector;Percentage of gross domestic product (GDP);Portugal;2013-01-01;0.59
Higher education sector;Percentage of gross domestic product (GDP);Romania;2013-01-01;0.08
Higher education sector;Percentage of gross domestic product (GDP);Serbia;2013-01-01;0.39
Higher education sector;Percentage of gross domestic product (GDP);Russia;2013-01-01;0.09
Higher education sector;Percentage of gross domestic product (GDP);Sweden;2013-01-01;0.9
Higher education sector;Percentage of gross domestic product (GDP);Slovenia;2013-01-01;0.27
Higher education sector;Percentage of gross domestic product (GDP);Slovakia;2013-01-01;0.27
Higher education sector;Percentage of gross domestic product (GDP);Turkey;2013-01-01;0.34
Higher education sector;Percentage of gross domestic product (GDP);United Kingdom;2013-01-01;0.43
Higher education sector;Percentage of gross domestic product (GDP);United States;2013-01-01;0.38
Private non-profit sector;Percentage of gross domestic product (GDP);Austria;2013-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Bosnia and Herzegovina;2013-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Belgium;2013-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Bulgaria;2013-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Cyprus;2013-01-01;0.06
Private non-profit sector;Percentage of gross domestic product (GDP);Czechia;2013-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2013-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Denmark;2013-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2013-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Estonia;2013-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Greece;2013-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Spain;2013-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);European Union (current composition);2013-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Finland;2013-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);France;2013-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Croatia;2013-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Iceland;2013-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Italy;2013-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);Japan;2013-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);South Korea;2013-01-01;0.06
Private non-profit sector;Percentage of gross domestic product (GDP);Montenegro;2013-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Netherlands;2013-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Poland;2013-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Portugal;2013-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Romania;2013-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Serbia;2013-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Russia;2013-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Sweden;2013-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Slovenia;2013-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Slovakia;2013-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);United Kingdom;2013-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);United States;2013-01-01;0.11
All sectors;Percentage of gross domestic product (GDP);Austria;2013-01-01;2.95
All sectors;Percentage of gross domestic product (GDP);Bosnia and Herzegovina;2013-01-01;0.32
All sectors;Percentage of gross domestic product (GDP);Belgium;2013-01-01;2.33
All sectors;Percentage of gross domestic product (GDP);Bulgaria;2013-01-01;0.64
All sectors;Percentage of gross domestic product (GDP);Cyprus;2013-01-01;0.48
All sectors;Percentage of gross domestic product (GDP);Czechia;2013-01-01;1.91
All sectors;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2013-01-01;2.82
All sectors;Percentage of gross domestic product (GDP);Denmark;2013-01-01;2.97
All sectors;Percentage of gross domestic product (GDP);Euro area (19 countries);2013-01-01;2.1
All sectors;Percentage of gross domestic product (GDP);Estonia;2013-01-01;1.72
All sectors;Percentage of gross domestic product (GDP);Greece;2013-01-01;0.81
All sectors;Percentage of gross domestic product (GDP);Spain;2013-01-01;1.27
All sectors;Percentage of gross domestic product (GDP);European Union (current composition);2013-01-01;2.02
All sectors;Percentage of gross domestic product (GDP);Finland;2013-01-01;3.29
All sectors;Percentage of gross domestic product (GDP);France;2013-01-01;2.24
All sectors;Percentage of gross domestic product (GDP);Croatia;2013-01-01;0.81
All sectors;Percentage of gross domestic product (GDP);Hungary;2013-01-01;1.39
All sectors;Percentage of gross domestic product (GDP);Ireland;2013-01-01;1.57
All sectors;Percentage of gross domestic product (GDP);Iceland;2013-01-01;1.7
All sectors;Percentage of gross domestic product (GDP);Italy;2013-01-01;1.31
All sectors;Percentage of gross domestic product (GDP);Japan;2013-01-01;3.32
All sectors;Percentage of gross domestic product (GDP);South Korea;2013-01-01;4.15
All sectors;Percentage of gross domestic product (GDP);Lithuania;2013-01-01;0.95
All sectors;Percentage of gross domestic product (GDP);Luxembourg;2013-01-01;1.3
All sectors;Percentage of gross domestic product (GDP);Latvia;2013-01-01;0.61
All sectors;Percentage of gross domestic product (GDP);Montenegro;2013-01-01;0.37
All sectors;Percentage of gross domestic product (GDP);Malta;2013-01-01;0.77
All sectors;Percentage of gross domestic product (GDP);Netherlands;2013-01-01;1.93
All sectors;Percentage of gross domestic product (GDP);Norway;2013-01-01;1.65
All sectors;Percentage of gross domestic product (GDP);Poland;2013-01-01;0.87
All sectors;Percentage of gross domestic product (GDP);Portugal;2013-01-01;1.33
All sectors;Percentage of gross domestic product (GDP);Romania;2013-01-01;0.39
All sectors;Percentage of gross domestic product (GDP);Serbia;2013-01-01;0.73
All sectors;Percentage of gross domestic product (GDP);Russia;2013-01-01;1.03
All sectors;Percentage of gross domestic product (GDP);Sweden;2013-01-01;3.3
All sectors;Percentage of gross domestic product (GDP);Slovenia;2013-01-01;2.58
All sectors;Percentage of gross domestic product (GDP);Slovakia;2013-01-01;0.82
All sectors;Percentage of gross domestic product (GDP);Turkey;2013-01-01;0.82
All sectors;Percentage of gross domestic product (GDP);United Kingdom;2013-01-01;1.64
All sectors;Percentage of gross domestic product (GDP);United States;2013-01-01;2.73
Business enterprise sector;Percentage of gross domestic product (GDP);Austria;2014-01-01;2.2
Business enterprise sector;Percentage of gross domestic product (GDP);Bosnia and Herzegovina;2014-01-01;0.05
Business enterprise sector;Percentage of gross domestic product (GDP);Belgium;2014-01-01;1.67
Business enterprise sector;Percentage of gross domestic product (GDP);Bulgaria;2014-01-01;0.52
Business enterprise sector;Percentage of gross domestic product (GDP);Cyprus;2014-01-01;0.11
Business enterprise sector;Percentage of gross domestic product (GDP);Czechia;2014-01-01;1.12
Business enterprise sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2014-01-01;1.94
Business enterprise sector;Percentage of gross domestic product (GDP);Denmark;2014-01-01;1.86
Business enterprise sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2014-01-01;1.36
Business enterprise sector;Percentage of gross domestic product (GDP);Estonia;2014-01-01;0.62
Business enterprise sector;Percentage of gross domestic product (GDP);Greece;2014-01-01;0.28
Business enterprise sector;Percentage of gross domestic product (GDP);Spain;2014-01-01;0.65
Business enterprise sector;Percentage of gross domestic product (GDP);European Union (current composition);2014-01-01;1.3
Business enterprise sector;Percentage of gross domestic product (GDP);Finland;2014-01-01;2.15
Business enterprise sector;Percentage of gross domestic product (GDP);France;2014-01-01;1.45
Business enterprise sector;Percentage of gross domestic product (GDP);Croatia;2014-01-01;0.38
Business enterprise sector;Percentage of gross domestic product (GDP);Hungary;2014-01-01;0.97
Business enterprise sector;Percentage of gross domestic product (GDP);Ireland;2014-01-01;1.11
Business enterprise sector;Percentage of gross domestic product (GDP);Iceland;2014-01-01;1.19
Business enterprise sector;Percentage of gross domestic product (GDP);Italy;2014-01-01;0.76
Business enterprise sector;Percentage of gross domestic product (GDP);Japan;2014-01-01;2.64
Business enterprise sector;Percentage of gross domestic product (GDP);South Korea;2014-01-01;3.35
Business enterprise sector;Percentage of gross domestic product (GDP);Lithuania;2014-01-01;0.32
Business enterprise sector;Percentage of gross domestic product (GDP);Luxembourg;2014-01-01;0.68
Business enterprise sector;Percentage of gross domestic product (GDP);Latvia;2014-01-01;0.24
Business enterprise sector;Percentage of gross domestic product (GDP);Montenegro;2014-01-01;0.14
Business enterprise sector;Percentage of gross domestic product (GDP);Malta;2014-01-01;0.4
Business enterprise sector;Percentage of gross domestic product (GDP);Netherlands;2014-01-01;1.11
Business enterprise sector;Percentage of gross domestic product (GDP);Norway;2014-01-01;0.92
Business enterprise sector;Percentage of gross domestic product (GDP);Poland;2014-01-01;0.44
Business enterprise sector;Percentage of gross domestic product (GDP);Portugal;2014-01-01;0.6
Business enterprise sector;Percentage of gross domestic product (GDP);Romania;2014-01-01;0.16
Business enterprise sector;Percentage of gross domestic product (GDP);Serbia;2014-01-01;0.23
Business enterprise sector;Percentage of gross domestic product (GDP);Russia;2014-01-01;0.64
Business enterprise sector;Percentage of gross domestic product (GDP);Sweden;2014-01-01;2.11
Business enterprise sector;Percentage of gross domestic product (GDP);Slovenia;2014-01-01;1.83
Business enterprise sector;Percentage of gross domestic product (GDP);Slovakia;2014-01-01;0.32
Business enterprise sector;Percentage of gross domestic product (GDP);Turkey;2014-01-01;0.43
Business enterprise sector;Percentage of gross domestic product (GDP);United Kingdom;2014-01-01;1.08
Business enterprise sector;Percentage of gross domestic product (GDP);United States;2014-01-01;1.94
Government sector;Percentage of gross domestic product (GDP);Austria;2014-01-01;0.14
Government sector;Percentage of gross domestic product (GDP);Bosnia and Herzegovina;2014-01-01;0.05
Government sector;Percentage of gross domestic product (GDP);Belgium;2014-01-01;0.21
Government sector;Percentage of gross domestic product (GDP);Bulgaria;2014-01-01;0.2
Government sector;Percentage of gross domestic product (GDP);Switzerland;2014-01-01;0.03
Government sector;Percentage of gross domestic product (GDP);Cyprus;2014-01-01;0.07
Government sector;Percentage of gross domestic product (GDP);Czechia;2014-01-01;0.36
Government sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2014-01-01;0.42
Government sector;Percentage of gross domestic product (GDP);Denmark;2014-01-01;0.07
Government sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2014-01-01;0.28
Government sector;Percentage of gross domestic product (GDP);Estonia;2014-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);Greece;2014-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);Spain;2014-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);European Union (current composition);2014-01-01;0.24
Government sector;Percentage of gross domestic product (GDP);Finland;2014-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);France;2014-01-01;0.29
Government sector;Percentage of gross domestic product (GDP);Croatia;2014-01-01;0.2
Government sector;Percentage of gross domestic product (GDP);Hungary;2014-01-01;0.19
Government sector;Percentage of gross domestic product (GDP);Ireland;2014-01-01;0.07
Government sector;Percentage of gross domestic product (GDP);Iceland;2014-01-01;0.12
Government sector;Percentage of gross domestic product (GDP);Italy;2014-01-01;0.18
Government sector;Percentage of gross domestic product (GDP);Japan;2014-01-01;0.28
Government sector;Percentage of gross domestic product (GDP);South Korea;2014-01-01;0.48
Government sector;Percentage of gross domestic product (GDP);Lithuania;2014-01-01;0.18
Government sector;Percentage of gross domestic product (GDP);Luxembourg;2014-01-01;0.38
Government sector;Percentage of gross domestic product (GDP);Latvia;2014-01-01;0.17
Government sector;Percentage of gross domestic product (GDP);Montenegro;2014-01-01;0.08
Government sector;Percentage of gross domestic product (GDP);Malta;2014-01-01;0.07
Government sector;Percentage of gross domestic product (GDP);Netherlands;2014-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);Norway;2014-01-01;0.26
Government sector;Percentage of gross domestic product (GDP);Poland;2014-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);Portugal;2014-01-01;0.08
Government sector;Percentage of gross domestic product (GDP);Romania;2014-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);Serbia;2014-01-01;0.19
Government sector;Percentage of gross domestic product (GDP);Russia;2014-01-01;0.33
Government sector;Percentage of gross domestic product (GDP);Sweden;2014-01-01;0.12
Government sector;Percentage of gross domestic product (GDP);Slovenia;2014-01-01;0.29
Government sector;Percentage of gross domestic product (GDP);Slovakia;2014-01-01;0.25
Government sector;Percentage of gross domestic product (GDP);Turkey;2014-01-01;0.08
Government sector;Percentage of gross domestic product (GDP);United Kingdom;2014-01-01;0.12
Government sector;Percentage of gross domestic product (GDP);United States;2014-01-01;0.31
Higher education sector;Percentage of gross domestic product (GDP);Austria;2014-01-01;0.73
Higher education sector;Percentage of gross domestic product (GDP);Bosnia and Herzegovina;2014-01-01;0.16
Higher education sector;Percentage of gross domestic product (GDP);Belgium;2014-01-01;0.49
Higher education sector;Percentage of gross domestic product (GDP);Bulgaria;2014-01-01;0.07
Higher education sector;Percentage of gross domestic product (GDP);Switzerland;2014-01-01;0.87
Higher education sector;Percentage of gross domestic product (GDP);Cyprus;2014-01-01;0.25
Higher education sector;Percentage of gross domestic product (GDP);Czechia;2014-01-01;0.51
Higher education sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2014-01-01;0.51
Higher education sector;Percentage of gross domestic product (GDP);Denmark;2014-01-01;0.98
Higher education sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2014-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Estonia;2014-01-01;0.63
Higher education sector;Percentage of gross domestic product (GDP);Greece;2014-01-01;0.31
Higher education sector;Percentage of gross domestic product (GDP);Spain;2014-01-01;0.35
Higher education sector;Percentage of gross domestic product (GDP);European Union (current composition);2014-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Finland;2014-01-01;0.72
Higher education sector;Percentage of gross domestic product (GDP);France;2014-01-01;0.46
Higher education sector;Percentage of gross domestic product (GDP);Croatia;2014-01-01;0.2
Higher education sector;Percentage of gross domestic product (GDP);Hungary;2014-01-01;0.18
Higher education sector;Percentage of gross domestic product (GDP);Ireland;2014-01-01;0.36
Higher education sector;Percentage of gross domestic product (GDP);Iceland;2014-01-01;0.64
Higher education sector;Percentage of gross domestic product (GDP);Italy;2014-01-01;0.36
Higher education sector;Percentage of gross domestic product (GDP);Japan;2014-01-01;0.43
Higher education sector;Percentage of gross domestic product (GDP);South Korea;2014-01-01;0.39
Higher education sector;Percentage of gross domestic product (GDP);Lithuania;2014-01-01;0.54
Higher education sector;Percentage of gross domestic product (GDP);Luxembourg;2014-01-01;0.21
Higher education sector;Percentage of gross domestic product (GDP);Latvia;2014-01-01;0.28
Higher education sector;Percentage of gross domestic product (GDP);Montenegro;2014-01-01;0.14
Higher education sector;Percentage of gross domestic product (GDP);Malta;2014-01-01;0.25
Higher education sector;Percentage of gross domestic product (GDP);Netherlands;2014-01-01;0.63
Higher education sector;Percentage of gross domestic product (GDP);Norway;2014-01-01;0.53
Higher education sector;Percentage of gross domestic product (GDP);Poland;2014-01-01;0.27
Higher education sector;Percentage of gross domestic product (GDP);Portugal;2014-01-01;0.59
Higher education sector;Percentage of gross domestic product (GDP);Romania;2014-01-01;0.06
Higher education sector;Percentage of gross domestic product (GDP);Serbia;2014-01-01;0.35
Higher education sector;Percentage of gross domestic product (GDP);Russia;2014-01-01;0.1
Higher education sector;Percentage of gross domestic product (GDP);Sweden;2014-01-01;0.91
Higher education sector;Percentage of gross domestic product (GDP);Slovenia;2014-01-01;0.25
Higher education sector;Percentage of gross domestic product (GDP);Slovakia;2014-01-01;0.3
Higher education sector;Percentage of gross domestic product (GDP);Turkey;2014-01-01;0.35
Higher education sector;Percentage of gross domestic product (GDP);United Kingdom;2014-01-01;0.43
Higher education sector;Percentage of gross domestic product (GDP);United States;2014-01-01;0.37
Private non-profit sector;Percentage of gross domestic product (GDP);Austria;2014-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Bosnia and Herzegovina;2014-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Belgium;2014-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Bulgaria;2014-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Cyprus;2014-01-01;0.08
Private non-profit sector;Percentage of gross domestic product (GDP);Czechia;2014-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2014-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Denmark;2014-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2014-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Estonia;2014-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Greece;2014-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Spain;2014-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);European Union (current composition);2014-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Finland;2014-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);France;2014-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Croatia;2014-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Iceland;2014-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Italy;2014-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);Japan;2014-01-01;0.05
Private non-profit sector;Percentage of gross domestic product (GDP);South Korea;2014-01-01;0.07
Private non-profit sector;Percentage of gross domestic product (GDP);Montenegro;2014-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Netherlands;2014-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Poland;2014-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Portugal;2014-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Romania;2014-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Serbia;2014-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Russia;2014-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Sweden;2014-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Slovenia;2014-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Slovakia;2014-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);United Kingdom;2014-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);United States;2014-01-01;0.11
All sectors;Percentage of gross domestic product (GDP);Austria;2014-01-01;3.08
All sectors;Percentage of gross domestic product (GDP);Bosnia and Herzegovina;2014-01-01;0.26
All sectors;Percentage of gross domestic product (GDP);Belgium;2014-01-01;2.39
All sectors;Percentage of gross domestic product (GDP);Bulgaria;2014-01-01;0.79
All sectors;Percentage of gross domestic product (GDP);Cyprus;2014-01-01;0.51
All sectors;Percentage of gross domestic product (GDP);Czechia;2014-01-01;2
All sectors;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2014-01-01;2.87
All sectors;Percentage of gross domestic product (GDP);Denmark;2014-01-01;2.91
All sectors;Percentage of gross domestic product (GDP);Euro area (19 countries);2014-01-01;2.12
All sectors;Percentage of gross domestic product (GDP);Estonia;2014-01-01;1.43
All sectors;Percentage of gross domestic product (GDP);Greece;2014-01-01;0.83
All sectors;Percentage of gross domestic product (GDP);Spain;2014-01-01;1.24
All sectors;Percentage of gross domestic product (GDP);European Union (current composition);2014-01-01;2.03
All sectors;Percentage of gross domestic product (GDP);Finland;2014-01-01;3.17
All sectors;Percentage of gross domestic product (GDP);France;2014-01-01;2.23
All sectors;Percentage of gross domestic product (GDP);Croatia;2014-01-01;0.78
All sectors;Percentage of gross domestic product (GDP);Hungary;2014-01-01;1.35
All sectors;Percentage of gross domestic product (GDP);Ireland;2014-01-01;1.55
All sectors;Percentage of gross domestic product (GDP);Iceland;2014-01-01;1.95
All sectors;Percentage of gross domestic product (GDP);Italy;2014-01-01;1.34
All sectors;Percentage of gross domestic product (GDP);Japan;2014-01-01;3.4
All sectors;Percentage of gross domestic product (GDP);South Korea;2014-01-01;4.29
All sectors;Percentage of gross domestic product (GDP);Lithuania;2014-01-01;1.03
All sectors;Percentage of gross domestic product (GDP);Luxembourg;2014-01-01;1.26
All sectors;Percentage of gross domestic product (GDP);Latvia;2014-01-01;0.69
All sectors;Percentage of gross domestic product (GDP);Montenegro;2014-01-01;0.36
All sectors;Percentage of gross domestic product (GDP);Malta;2014-01-01;0.72
All sectors;Percentage of gross domestic product (GDP);Netherlands;2014-01-01;1.98
All sectors;Percentage of gross domestic product (GDP);Norway;2014-01-01;1.71
All sectors;Percentage of gross domestic product (GDP);Poland;2014-01-01;0.94
All sectors;Percentage of gross domestic product (GDP);Portugal;2014-01-01;1.29
All sectors;Percentage of gross domestic product (GDP);Romania;2014-01-01;0.38
All sectors;Percentage of gross domestic product (GDP);Serbia;2014-01-01;0.77
All sectors;Percentage of gross domestic product (GDP);Russia;2014-01-01;1.07
All sectors;Percentage of gross domestic product (GDP);Sweden;2014-01-01;3.14
All sectors;Percentage of gross domestic product (GDP);Slovenia;2014-01-01;2.37
All sectors;Percentage of gross domestic product (GDP);Slovakia;2014-01-01;0.88
All sectors;Percentage of gross domestic product (GDP);Turkey;2014-01-01;0.86
All sectors;Percentage of gross domestic product (GDP);United Kingdom;2014-01-01;1.66
All sectors;Percentage of gross domestic product (GDP);United States;2014-01-01;2.74
Business enterprise sector;Percentage of gross domestic product (GDP);Austria;2015-01-01;2.18
Business enterprise sector;Percentage of gross domestic product (GDP);Belgium;2015-01-01;1.72
Business enterprise sector;Percentage of gross domestic product (GDP);Bulgaria;2015-01-01;0.7
Business enterprise sector;Percentage of gross domestic product (GDP);Switzerland;2015-01-01;2.39
Business enterprise sector;Percentage of gross domestic product (GDP);Cyprus;2015-01-01;0.11
Business enterprise sector;Percentage of gross domestic product (GDP);Czechia;2015-01-01;1.05
Business enterprise sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2015-01-01;2
Business enterprise sector;Percentage of gross domestic product (GDP);Denmark;2015-01-01;1.94
Business enterprise sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2015-01-01;1.37
Business enterprise sector;Percentage of gross domestic product (GDP);Estonia;2015-01-01;0.68
Business enterprise sector;Percentage of gross domestic product (GDP);Greece;2015-01-01;0.32
Business enterprise sector;Percentage of gross domestic product (GDP);Spain;2015-01-01;0.64
Business enterprise sector;Percentage of gross domestic product (GDP);European Union (current composition);2015-01-01;1.31
Business enterprise sector;Percentage of gross domestic product (GDP);Finland;2015-01-01;1.93
Business enterprise sector;Percentage of gross domestic product (GDP);France;2015-01-01;1.44
Business enterprise sector;Percentage of gross domestic product (GDP);Croatia;2015-01-01;0.43
Business enterprise sector;Percentage of gross domestic product (GDP);Hungary;2015-01-01;1
Business enterprise sector;Percentage of gross domestic product (GDP);Ireland;2015-01-01;0.85
Business enterprise sector;Percentage of gross domestic product (GDP);Iceland;2015-01-01;1.37
Business enterprise sector;Percentage of gross domestic product (GDP);Italy;2015-01-01;0.78
Business enterprise sector;Percentage of gross domestic product (GDP);Japan;2015-01-01;2.57
Business enterprise sector;Percentage of gross domestic product (GDP);South Korea;2015-01-01;3.27
Business enterprise sector;Percentage of gross domestic product (GDP);Lithuania;2015-01-01;0.29
Business enterprise sector;Percentage of gross domestic product (GDP);Luxembourg;2015-01-01;0.66
Business enterprise sector;Percentage of gross domestic product (GDP);Latvia;2015-01-01;0.15
Business enterprise sector;Percentage of gross domestic product (GDP);Montenegro;2015-01-01;0.11
Business enterprise sector;Percentage of gross domestic product (GDP);"Former Yugoslav Republic of Macedonia; the";2015-01-01;0.08
Business enterprise sector;Percentage of gross domestic product (GDP);Malta;2015-01-01;0.39
Business enterprise sector;Percentage of gross domestic product (GDP);Netherlands;2015-01-01;1.11
Business enterprise sector;Percentage of gross domestic product (GDP);Norway;2015-01-01;1.04
Business enterprise sector;Percentage of gross domestic product (GDP);Poland;2015-01-01;0.47
Business enterprise sector;Percentage of gross domestic product (GDP);Portugal;2015-01-01;0.58
Business enterprise sector;Percentage of gross domestic product (GDP);Romania;2015-01-01;0.21
Business enterprise sector;Percentage of gross domestic product (GDP);Serbia;2015-01-01;0.27
Business enterprise sector;Percentage of gross domestic product (GDP);Russia;2015-01-01;0.65
Business enterprise sector;Percentage of gross domestic product (GDP);Sweden;2015-01-01;2.27
Business enterprise sector;Percentage of gross domestic product (GDP);Slovenia;2015-01-01;1.67
Business enterprise sector;Percentage of gross domestic product (GDP);Slovakia;2015-01-01;0.33
Business enterprise sector;Percentage of gross domestic product (GDP);Turkey;2015-01-01;0.44
Business enterprise sector;Percentage of gross domestic product (GDP);United Kingdom;2015-01-01;1.1
Business enterprise sector;Percentage of gross domestic product (GDP);United States;2015-01-01;1.97
Government sector;Percentage of gross domestic product (GDP);Austria;2015-01-01;0.14
Government sector;Percentage of gross domestic product (GDP);Belgium;2015-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);Bulgaria;2015-01-01;0.2
Government sector;Percentage of gross domestic product (GDP);Switzerland;2015-01-01;0.03
Government sector;Percentage of gross domestic product (GDP);Cyprus;2015-01-01;0.06
